序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor
5409,臺北市松山區,自強里,松山區延壽街168號,121.5629,25.0566,健康國小,自強里、富泰里、東光里,84,"水災,震災",江艾謙,02-25282814#131,是,否,否,306793.6563466665,2772164.8616469195,True
5410,新北市泰山區,同榮里,辭修路7號,121.4285,25.0573,泰山高中,同榮里、同興里、福興里、全興里,650,"水災,震災,土石流,海嘯,核子事故",詹淑美,02-29099551#1402,是,是,是,293232.96710691013,2772192.7092397367,True
5411,臺北市南港區,,臺北市南港區惠民街67號,121.6104,25.0575,南港國小,南港里、新富里、中南里、三重里、中研里、九如里,50,"水災,震災",鄭孝存,02-27834678#2301,是,否,否,311585.8198255848,2772285.334843131,True
5412,新北市泰山區,明志里,明志路二段426號,121.4299,25.0577,明志市民活動中心,明志里、新明里、泰友里,20,"水災,震災,海嘯",詹淑美,02-29099551#1402,是,否,否,293374.0792524868,2772237.463259187,True
5413,新北市三重區,菜寮里,三重區中寮街57巷18號,121.4928,25.0578,菜寮市民活動中心,菜寮里、永春里、中正里、吉利里、大同里、中民里、平和里、大安里、忠孝里、仁義里、光輝里、福利里、仁德里　,100,"水災,震災,土石流,海嘯",許明枝,02-29862345493,是,否,是,299720.3293360909,2772270.1830353676,True
5414,桃園市大園區,南港里,16鄰17號,121.168175,25.057905,潮音國小,南港里、北港里,180,,林浚傑組長,03-38602834#512,否,否,否,266967.6348172596,2772201.7979240143,True
5415,臺北市南港區,南港里,重陽路366號,121.6092,25.0587,育成高中,南港里、東新里、東明里、重陽里、新光里、西新里,375,"水災,震災",李健輝,26530475#551,是,否,是,311464.1452372405,2772417.7091199798,True
5416,新北市三重區,光輝里,三重區正義南路62號,121.4988,25.0589,光興國民小學,同慶里、大同里、中民里、平和里、大安里、仁德里、忠孝里、仁義里、光榮里、光輝里、福星里、福利里、清和里、永興里、文化里、錦通里、光華里、大德里　　,600,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,300325.2510356684,2772394.243685789,True
5417,臺北市松山區,精忠里,臺北市松山區民生東路4段97巷7號,121.5519,25.0589,民族國小,東昌里、松基里、中華里、美仁里、福成里,40,"水災,震災",蔡貞瀅,02-27124872#935,是,否,否,305682.7523043732,2772415.050480215,True
5418,新北市汐止區,中興里,環河街1號,121.629106,25.058956,北峰國小,福德里、環河里、中興里、興福里、康福里、樟樹里、北峰里、北山里、橫科里、湖光里、厚德里、金龍里、忠山里、湖興里、湖蓮里,1067,"震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,是,313472.4449475478,2772455.258332235,True
5419,桃園市大園區,橫峰里,11鄰中正東路160號,121.202671,25.059085,大園國小學生活動中心,橫峰里、田心里,1200,"水災,震災,海嘯",陳俊吉主任,03-3862030#512,是,是,否,270447.8431823151,2772337.268877423,True
5420,新北市泰山區,同榮里,明志路1段322號,121.4314,25.0592,泰山區公所,同榮里、同興里、山腳里、福泰里、福興里、楓樹里,53,"水災,土石流,海嘯,核子事故",詹淑美,02-29099551#1402,是,否,是,293524.891365894,2772404.092106344,True
5421,新北市汐止區,東山里,汐平路二段76號,121.699553,25.059723,東山國小,東山里,118,"水災,震災,土石流,海嘯",涂志賢總務主任,26416170分機13,是,是,否,320579.8372887515,2772575.125262406,True
5422,臺北市松山區,新東里,松山區新東街30巷1號,121.5673,25.0598,民生國中,新東里、富錦里、三民里、富泰里,100,"水災,震災",王譽書,02-27653433#300,是,否,否,307236.1161262438,2772521.167876939,True
5423,新北市三重區,過田里,三重區過圳街19號,121.4881,25.0601,過圳市民活動中心,光陽里、重明里、光田里、福祉里、過田里、錦田里、光明里、中山里　,50,"震災,土石流,海嘯",許明枝,02-29862345493,是,否,否,299245.2030731628,2772523.223941886,True
5424,臺北市大同區,民權里,大同區錦西街51號,121.5167,25.0601,雙蓮國小,民權里、雙連里,300,"水災,震災",吳希哲,02-25570309#1031,是,否,否,302130.75271330075,2772533.9413729827,True
5425,新北市汐止區,文化里,汐止區新台五路一段90號,121.64793,25.060367,東方科學園區,智慧里、復興里、白雲里、文化里,500,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,否,否,315370.9592425396,2772620.516134614,True
5426,臺北市松山區,民有里,松山區復興北路361巷7號,121.5455,25.0605,中山國中,民有里、松基里,111,"水災,震災",蔡戊己,02-27126701#501,是,否,否,305036.3108177399,2772589.656722031,True
5427,臺北市內湖區,,內湖區新明路22號,121.5908,25.0609,潭美國小,石潭里、週美里,81,"水災,震災",吳秉儒,27917334#231,是,否,否,309606.60262469685,2772653.1609532135,True
5428,新北市雙溪區,牡丹里,中正路64號,121.8515,25.061,中正社區活動中心,牡丹里、三貂里。,76,"水災,震災,土石流",宋翔怡,02-24931111#124,是,否,否,335909.96370105783,2772804.4795595594,True
5429,新北市三重區,過田里,三重區新北大道1段11號,121.4885,25.0611,三重區公所,過田里、錦田里、光田里、重陽里　,136,"震災,土石流,海嘯",許明枝,02-29862345493,是,否,否,299285.16032896814,2772634.1349401074,True
5430,新北市汐止區,自強里,莊敬街33號,121.656653,25.061158,青山國中小,自強里、文化里、復興里、大同里,970,"水災,震災,土石流,海嘯",宋怡穎,02-2641111#120,是,是,是,316250.63959165703,2772712.3774086507,True
5431,臺北市大同區,民權里,大同區承德路2段235號,121.5185,25.0613,成淵高中,民權里、雙連里,75,"水災,震災",歐建榮,02-25531969#150,是,否,否,302311.85149205715,2772667.5550765796,True
5432,臺北市大同區,南芳里,大同區延平北路2段239號,121.5114,25.0614,太平國小,南芳里、延平里,50,"水災,震災",林世浩,02-25532229#830,是,否,否,301595.47295272956,2772675.904447702,True
5433,臺北市大同區,南芳里,臺北市大同區延平北路2段266號,121.5111,25.0617,永樂國小,南芳里、大有里,50,"水災,震災",林淑菁,02-25534882#132,是,否,否,301565.07967749174,2772709.01971365,True
5434,臺北市松山區,東榮里,臺北市松山區民權國小旁,121.5575,25.0619,民權公園,全區,2786,震災,林瑞清,25850192#222,否,是,是,306246.3940055163,2772749.6656827815,False
5435,新北市泰山區,楓樹里,楓江路26巷26號,121.4345,25.062,楓樹福泰市民活動中心,楓樹里、福泰里、山腳里,201,"水災,震災,土石流,海嘯,核子事故",詹淑美,02-29099551#1402,是,否,是,293836.6647695546,2772715.234511465,True
5436,臺北市中山區,新庄里,新生北路三段105號,121.5258,25.062,新生公園棒球場,恆安里、晴光里、圓山里、新庄里、新喜里、新福里、大佳里,60,震災,龍欣,02-25702330#6524,是,否,否,303048.06577693485,2772747.934311815,False
5437,臺北市中山區,聚葉里,中山區林森北路511號,121.5258,25.062,新興國中,康樂里、中山里、聚盛里、聚葉里、恆安里、晴光里、新庄里、新喜里、新福里、新生里、中庄里、中原里,175,"水災,震災",陳國良,02-25714211#501,是,否,否,303048.06577693485,2772747.934311815,True
5438,臺北市中山區,民安里,中山北路二段44巷2號,121.5258,25.062,臺北市中山運動中心,集英里、聚葉里、聚盛里、圓山里,184,震災,紀孟祺,2570-2330轉6427,是,否,否,303048.06577693485,2772747.934311815,True
5439,桃園市龜山區,公西里,復興街250巷1-1號,121.36028,25.062299,公西社區活動中心,公西里,100,"水災,震災,土石流,海嘯",游春雨,03-3281662,是,否,是,286348.4573391954,2772726.3526787083,True
5440,新北市泰山區,山腳里,泰林路2段255號,121.4313,25.0623,泰山國小,山腳里、黎明里、福泰里、楓樹里,1283,"水災,震災,土石流,海嘯,核子事故",詹淑美,02-2909-9551#1402,是,是,否,293513.7071531708,2772747.430628942,True
5441,臺北市松山區,三民里,臺北市松山區民權東路4段200號,121.5623,25.0625,民權國小,莊敬里、富泰里、介壽里、東榮里、富錦里,80,震災,董欣樂,02-27652327#31,是,否,否,306730.4015899927,2772818.130116022,True
5442,新北市三重區,五福里,自強路5段66號,121.4903,25.0626,碧華國民中學,溪美里、五常里、五福里、仁忠里、慈化里、慈祐里、五華里、富華里、五順里,969,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,299466.1643640777,2772800.9400508925,True
5443,臺北市中山區,下埤里,臺北市中山區民權東路3段1號,121.5402,25.0626,榮星花園公園,全區,2432,震災,林瑞清,02-25850192,否,是,是,304500.64660606306,2772820.1190735726,False
5444,桃園市大園區,大園里,和平東路89號1樓,121.200297,25.062655,大園社區活動中心,大園里,140,"水災,震災,海嘯",許文芳,03-3861209,是,否,否,270207.7398656309,2772732.3365824996,True
5445,新北市泰山區,黎明里,黎明路23號,121.421,25.0627,黎明市民活動中心,黎明里、大科里、山腳里,21,"水災,土石流,海嘯",詹淑美,02-29099551#1402,是,否,否,292474.39360046363,2772788.4623632026,True
5446,新北市雙溪區,三貂里,政光路3號,121.8517,25.0627,牡丹國小,三貂里、牡丹里,320,"水災,震災,土石流",宋翔怡,02-24931111轉124,是,是,否,335928.9573311916,2772992.9166895053,True
5447,新北市汐止區,秀山里,仁愛路90號,121.661377,25.062874,秀峰國小,秀山里、秀峰里、福安里、信望里、白雲里、自強里,1185,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,是,316726.3347188106,2772904.7766875285,True
5448,臺北市中山區,,臺北市中山區民權東路1段69號,121.5263,25.0629,中山國小,新福里、新喜里、新生里、中庄里、行政里、松江里,290,水災,謝慶順,02-25914085#36,是,否,否,303098.123879359,2772847.8196923705,True
5449,新北市三重區,過田里,中正北路特2號,121.489253,25.063033,三重區綜合運動場,錦田里、幸福里、重陽里、中山里、過田里、光田里、田安里、三民里,2200,,吳春慈,02-29867046,否,是,否,299360.35781464365,2772848.518931801,False
5450,臺北市松山區,莊敬里,松山區民權東路5段1號,121.5643,25.0633,三民國小,東榮里、三民里,100,震災,陳培棕,02-27646080#231,是,否,否,306931.81591746607,2772907.583477711,True
5451,新北市三重區,重陽里,三重區中正北路107號,121.4892,25.0634,明志國民中學,錦田里、三民里、中山里、大園里、國隆里、重陽里、民生里、重新里、正德里、正義里、幸福里　　,437,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,299354.8635672429,2772889.150476207,True
5452,臺北市大同區,隆和里,大同區重慶北路3段1號,121.5139,25.0635,民權國中,隆和里,30,"水災,震災",洪素真,02-25931951#130,是,否,否,301846.8201076023,2772909.4682314773,True
5453,臺北市中山區,下埤里,中山區復興北路430巷1號,121.5431,25.0635,五常國中,行政里、行仁里、行孝里、下埤里,250,震災,黃文盛,02-25014320#102,是,否,否,304792.8322383737,2772920.980167234,True
5454,新北市汐止區,秀峰里,汐止區新台五路一段268號,121.658894,25.063774,汐止區公所行政中心,禮門里、智慧里、秀峰里、新昌里、白雲里、自強里、文化里、福安里、秀山里,158,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,否,是,316475.33199881745,2773003.2446751567,True
5455,臺北市中山區,下埤里,中山區五常街16號,121.5422,25.0642,五常國小,行政里、行仁里、行孝里、下埤里,97,"水災,震災",龔詩為,02-25023416#831,是,否,否,304701.7195183974,2772998.1520198924,True
5456,臺北市大同區,隆和里,大同區重慶北路3段2號,121.5134,25.0643,大橋國小,隆和里、景星里,86,"水災,震災",楊博仁,02-25944413#145,是,否,是,301796.03839515476,2772997.8891542326,True
5457,新北市三重區,正義里,三重區信義西街31號,121.4961,25.0644,正義國民小學,光榮里、福星里、清和里、大園里、國隆里、重新里、正德里、正義里、正安里、自強里、文化里、中央里、雙園里、錦通里、錦安里、長安里、光華里、長生里、開元里、大德里、長元里、長江里,929,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,300050.60202346655,2773002.451651381,True
5458,臺北市中山區,行政里,松江路367號9樓,121.5335,25.0644,行政區民活動中心,大佳里、行政里、行仁里、行孝里,72,"水災,震災",黃崇一,02-25031369#520,是,否,否,303823.8860739127,2773016.814508198,True
5459,新北市三重區,二重里,三重區集美街212號,121.4787,25.0648,私立東海高中,二重里、光陽里、田心里、田安里,408,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,298294.9648627314,2773040.4312651935,True
5460,臺北市大同區,蓬萊里,大同區大龍街51號,121.5161,25.0648,大同國小,蓬萊里、斯文里、揚雅里,183,"水災,震災",魏子仁,02-25965407#351,是,否,是,302068.230124947,2773054.3087770455,True
5461,桃園市蘆竹區,長興里,長興路四段325之1號,121.267905,25.06484198,長興社區活動中心,長興里、山鼻里、內厝里,250,"水災,震災",趙文峰,03-3520000ext.176,是,否,是,277028.18343671423,2772986.3799268426,True
5462,桃園市蘆竹區,內厝里,內溪路底,121.278033,25.06511398,內厝河濱公園,內厝里、山鼻里、長興里等震災,0,震災,趙文峰,03-3520000ext.176,否,是,否,278049.91207430506,2773018.5699540004,False
5463,新北市泰山區,黎明里,泰林路2段498號,121.426,25.0652,泰山國中,山腳里、黎明里、大科里,1388,"水災,震災,土石流,海嘯,核子事故",詹淑美,02-29099551#1402,是,是,是,292977.97383296886,2773066.9537288276,True
5464,新北市三重區,二重里,三重區大有街10號,121.478,25.0652,二重國民小學,二重里、田心里、福田里、田中里、田安里、博愛里、永發里、大有里,4404,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,298224.1857841558,2773084.487580801,True
5465,新北市貢寮區,美豐里,雞母嶺街7號,121.8952,25.0655,福安廟,和美、真理、仁里,40,"水災,震災,土石流,海嘯",陳哲雄,02-24901660,是,否,否,340315.8924452891,2773331.422097548,True
5466,新北市三重區,福田里,三重區忠孝路三段89號,121.4805,25.0657,二重國民中學,大有里、二重里、田心里、福田里、田中里、田安里、培德里、博愛里、永發里,845,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,298476.21136340464,2773140.7640291178,True
5467,新北市泰山區,黎明里,黎專路2之2號,121.4199,25.0658,黎明技術學院,黎明里、大科里、山腳里,1081,"水災,震災,土石流,海嘯,核子事故",詹淑美,02-29099551#1402,是,是,是,292362.3480215508,2773131.4879002664,True
5468,新北市新莊區,裕民里,裕民街123號,121.4616,25.0659,裕民國小,裕民里,1127,"水災,震災,土石流,海嘯",邱雋弘,02-29929891,是,是,否,296569.34396297386,2773156.2754590707,True
5469,新北市汐止區,忠孝里,樟樹二路135號,121.639893,25.06594,樟樹國中,樟樹里、忠孝里、北峰里、北山里、福山里、宜興里、中興里、厚德里、金龍里、福德里、興福里、康福里、忠山里、環河里、東勢里、山光里,2481,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,否,314557.1476317651,2773233.9615690317,True
5470,臺北市大同區,國慶里,大同區昌吉街97號,121.5124,25.066,延平國小,鄰江里、國慶里、國順里,88,"水災,震災",葉尚旻,02-25942439#230,是,否,是,301694.43494514556,2773185.8081259816,True
5471,新北市三重區,重陽里,三重區重陽路三段3號,121.489,25.0661,修德國民小學,三民里、大園里、國隆里、重陽里、民生里、重新里、正德里、正義里、幸福里、六福里,962,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,299333.60412111704,2773188.1440272178,True
5472,桃園市大園區,田心里,大觀路118號,121.193358,25.066173,大園區老人文康活動中心,大園里、橫峰里、田心里,700,"水災,震災,海嘯",曾麗琪,03-3865057#22,是,是,否,269507.11309410585,2773120.9826765615,True
5473,新北市三重區,六福里,三重區中正北路113號,121.4845,25.0663,重陽國民小學,三民里、民生里、六福里、田中里、幸福里、六合里,608,"水災,震災,土石流,海嘯",許明枝,02-29862345轉493,是,是,否,298879.52751444327,2773208.663036696,True
5474,新北市汐止區,秀峰里,忠孝東路201號,121.661912,25.066456,秀峰高中,義民里、信望里、橋東里、秀峰里、新昌里、福安里、秀山里,1190,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,是,316778.370497779,2773301.810092628,True
5475,新北市汐止區,厚德里,樟樹一路141巷2號,121.641767,25.066498,樟樹國小,厚德里、山光里、樟樹里、湖光里、忠孝里、湖蓮里,1292,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,否,314745.9224153003,2773296.6656445195,True
5476,新北市汐止區,智慧里,大同路二段313號,121.654876,25.066688,汐止國小,江北里、智慧里、大同里、禮門里、義民里、復興里、仁德里、忠孝里、山光里、拱北里,810,"震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,否,316068.3844771486,2773324.0520710615,True
5477,臺北市內湖區,,內湖區康寧路3段220號,121.6111,25.0669,南湖高中,五分里、南湖里、葫洲里,300,"水災,震災",王駿騏,26308889#111,是,否,否,311651.7431215862,2773326.8616658677,True
5478,新北市汐止區,禮門里,大同路二段394號,121.658337,25.066957,汐止國中,仁里里、義民里、信望里、禮門里、江北里、大同里、建成里、城中里,1384,"震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,否,316417.4187408113,2773355.5439695115,True
5479,新北市林口區,林口里,仁愛路一段2號,121.397844,25.067902,師範大學林口校區體育館,林口里,4587,"水災,海嘯",吳忠信,77148301,是,是,否,290136.48108992586,2773357.5874353466,True
5480,新北市林口區,林口里,中正路100號3樓,121.3717,25.068,林口市民活動中心,林口里、東林里,63,"水災,震災,土石流,海嘯",黃德源,02-26033111#608,是,否,否,287498.8898014766,2773360.9375180462,True
5481,新北市林口區,麗園里,文化一路一段20號,121.3703,25.0681,崇林國中,麗園、東勢里、麗林里,1312,"水災,土石流,海嘯",林煌展,26095829#130,是,是,是,287357.6194421603,2773371.626453759,True
5482,新北市三重區,雙園里,三重區雙園街1號,121.4975,25.0682,正義市民活動中心,雙園里、錦通里、錦安里、長安里、光華里、長生里、開元里、大德里、長元里、長江里、三安里、福安里、信安里、安慶里、正安里、自強里、文化里、中央里,100,"水災,震災,土石流,海嘯",許明枝,02-29862345493,是,否,否,300190.2992575474,2773423.8793686363,True
5483,臺北市內湖區,,內湖區東湖路115號,121.6158,25.0685,東湖國小,東湖里、安湖里、五分里、樂康里,155,"水災,震災",鄧善明,26339984#125,是,否,否,312125.1143653788,2773506.2398247677,True
5484,新北市林口區,東勢里,忠孝路591號,121.3762,25.0686,麗園國小,東勢、麗園里,945,"水災,震災,土石流,海嘯",吳嘉麟,26091061#752,是,是,否,287952.6908154582,2773428.651565645,True
5485,新北市林口區,麗林里,公園路46號,121.3679,25.0687,麗林國小,麗林里、仁愛里,1790,"水災,震災,土石流,海嘯",許修豪,26008457#111,是,是,是,287115.3130996772,2773437.424156553,True
5486,新北市林口區,東勢里,麗園一街35號3樓,121.377252,25.068777,東勢市民活動中心,東勢里,247,"水災,震災,土石流,海嘯",黃德源,26033111#608,是,否,是,288058.7674401117,2773448.552536232,True
5487,臺北市內湖區,,臺北市內湖區民權東路6段138號,121.5887,25.0688,新湖國小,湖興里、寶湖里、行善里、湖元里、週美里、石潭里,40,"水災,震災",李之法,27963721#120,是,否,是,309390.91688211076,2773527.2928908174,True
5488,新北市汐止區,北峰里,明峰街201號,121.627046,25.068806,金龍國小,金龍里、北峰里、北山里、忠山里、湖興里、湖蓮里、湖光里、中興里、福德里、興福里、康福里、環河里、八連里、長青里,600,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,否,313259.5412732708,2773545.3486529393,True
5489,新北市林口區,麗園里,忠孝路569巷17號,121.373756,25.068979,麗園市民活動中心,麗園里,75,"水災,震災,土石流,海嘯",黃德源,26033111#608,是,否,否,287706.0111785028,2773469.947533513,True
5490,臺北市內湖區,,內湖區民權東路6段45號,121.5862,25.0691,三民國中,湖元里、湖興里、寶湖里,300,"水災,震災",涂詩珮,27944772#250,是,否,否,309138.55498299864,2773559.427132268,True
5491,新北市汐止區,茄苳里,茄苳路225巷35號,121.672058,25.069255,茄苳里活動中心,茄苳里,53,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,否,是,317800.4600272315,2773616.8977374667,True
5492,臺北市大同區,至聖里,大同區大龍街187巷1號,121.5167,25.0693,蘭州國中,至聖里,30,"水災,震災",金惠琳,25918269#500,是,否,是,302126.8594011368,2773552.9856360205,True
5493,臺北市內湖區,湖興里,民權東路6段99號8樓,121.586898,25.069324,內湖區行政大樓,湖興里、湖元里,170,,盧青華,935578581,否,否,否,309208.86633342714,2773584.544310464,True
5494,新北市汐止區,茄苳里,茄苳路158號,121.669187,25.069578,崇德國小,崇德里、茄苳里、東山里,1275,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,否,317510.6340824641,2773651.2391644726,True
5495,新北市三重區,培德里,三重區中正北路163號,121.4801,25.0696,新北市立三重商工,福田里、六福里、培德里、永煇里、永發里,1586,"震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,298434.32226939296,2773572.605481579,True
5496,新北市三重區,大有里,三重區中正北路560巷38號,121.4711,25.0697,私立穀保家商,大有里、博愛里,1674,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,297526.31596046314,2773580.488429722,True
5497,新北市五股區,興珍里,四維路2號,121.4677,25.0698,更寮國民小學,興珍里、更寮里,453,"水災,土石流,海嘯",黃駿逸,02-22916051#113,是,是,是,297183.26809757843,2773590.3742154483,True
5498,新北市三重區,福安里,三重區六張街66號,121.4938,25.0702,六張市民活動中心,雙園里、三安里、福安里、信安里、安慶里、尚德里、正安里、自強里,100,"水災,震災,土石流,海嘯",許明枝,02-29862345493,是,否,否,299816.2096882901,2773644.0421454976,True
5499,新北市三重區,奕壽里,三重區三和路三段1號,121.4973,25.0704,三重國民小學,錦安里、長安里、長生里、長元里、長江里、長泰里、長福里、介壽里、萬壽里、錦江里、龍濱里、龍門里、秀江里、奕壽里、三安里、安慶里、順德里、承德里、瑞德里、崇德里、中央里、開元里、福安里,709,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,300169.2257210924,2773667.4893261394,True
5500,新北市三重區,奕壽里,三重區介壽路26號,121.4999,25.0705,光榮國民中學,長泰里、長福里、介壽里、萬壽里、錦江里、龍濱里、龍門里、秀江里、奕壽里、順德里、承德里、瑞德里、崇德里,1031,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,300431.4854285933,2773679.5331167164,True
5501,新北市汐止區,崇德里,茄苳路82號,121.666953,25.070551,崇德橋東市民活動中心,崇德里、橋東里、新昌里、仁德里、建成里,100,"水災,震災,土石流,海嘯",宋怡穎,02-24611111#120,是,否,是,317284.71977738594,2773757.902563968,True
5502,臺北市內湖區,,臺北市內湖區康寧路3段200號,121.6107,25.0706,南湖國小,東湖、南湖、五分、蘆洲、葫洲、安湖、大湖、內溝、安泰、樂康、明湖、康寧、金湖、秀湖里,50,"水災,震災",溫博安,26321296#51,是,否,是,311609.5365699123,2773736.5168699375,True
5503,臺北市內湖區,,內湖區康寧路3段60號,121.6107,25.0706,明湖國中,南湖里、葫洲里、明湖里,251,"水災,震災",洪陸麒,26320616#510,是,否,否,311609.5365699123,2773736.5168699375,True
5504,桃園市大園區,圳頭里,4鄰中華路298號,121.205022,25.070687,大園國中學生活動中心,圳頭里,1300,"水災,震災,海嘯",陳淞景組長,03-3862029#51,是,是,否,270683.0923751036,2773622.701350543,True
5505,新北市三重區,立德里,三重區自強路二段90號,121.4874,25.0707,和平市民活動中心,立德里、六合里、培德里,100,"水災,震災,土石流,海嘯",許明枝,02-29862345493,是,否,否,299170.3463452734,2773697.082206474,True
5506,新北市三重區,立德里,三重區中孝路一段70號,121.4874,25.0707,厚德國民小學,信安里、六合里、厚德里、維德里、尚德里、永德里、立德里、永煇里,505,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,299170.3463452734,2773697.082206474,True
5507,新北市三重區,立德里,三重區自強路二段93號B1,121.4884,25.0707,老人文康活動中心禮堂,厚德里、維德里、尚德里、永德里、立德里　,100,"水災,震災,土石流,海嘯",許明枝,02-29862345493,是,否,否,299271.2308635881,2773697.4462380004,True
5508,新北市三重區,奕壽里,三重區介壽路32號,121.5013,25.0709,光榮國民小學,長泰里、長福里、介壽里、萬壽里、錦江里、龍濱里、龍門里、秀江里、奕壽里、順德里、承德里、瑞德里、崇德里,195,"水災,震災,土石流,海嘯",許明枝,02-29862345#493,是,是,否,300572.5598922504,2773724.3622646574,True
5509,臺北市內湖區,,內湖區康寧路3段105號,121.6106,25.0711,明湖國小,明湖里、安湖里、康寧里,137,"水災,震災",向芳誼,26323477#41,是,否,是,311599.19786733354,2773791.8547692522,True
5510,嘉義縣六腳鄉,更寮村,更寮村19號,121.467216,25.071216,更寮國小-室內,更寮、古林、正義,20,水災,賴慶源總務主任,05-3796309,是,否,否,297133.897771501,2773747.048986292,True
5511,新北市汐止區,保新里,大同路三段469號,121.679316,25.071337,保長坑訓練中心,保新里、東山里、保長里、長安里、保安里,1075,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,是,318531.5455296554,2773851.1755429613,True
5512,新北市五股區,水碓里,明德路2號,121.4345,25.0714,德音國民小學,德音里、貿商里、德泰里、民義里、水碓里、福德里,146,"水災,土石流,海嘯",黃駿逸,02-22916051#113,是,是,是,293833.3194603356,2773756.4241846055,True
5513,桃園市蘆竹區,內厝里,南山路二段349巷67號,121.287518,25.071722,山鼻內厝聯合里民活動中心,長興里、山鼻里、內厝里,0,"水災,震災",趙文峰,03-3520000ext.176,是,否,是,279005.27403053467,2773752.499683654,True
5514,新北市汐止區,保安里,大同路三段553號,121.680851,25.071773,保長國小,保安里、茄苳里、保長里、東山里、崇德里、保新里,470,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,是,否,318686.1626830867,2773900.249301678,True
5515,新北市林口區,仁愛里,文化一路1段137號,121.37391,25.071966,仁愛市民活動中心,仁愛里、南勢里,194,"水災,震災,土石流,海嘯",黃德源,26033111#608,是,否,是,287720.6325520916,2773800.843692194,True
5516,臺北市內湖區,,內湖區康樂街131號,121.6195,25.0723,東湖國中,東湖里、內溝里、安泰里、樂康里,138,"水災,震災",唐廷俊,26330373#651,是,否,是,312496.47051107103,2773928.859614664,True
5517,桃園市大園區,北港里,9鄰海墘10-2號,121.164351,25.072941,大園區北港社區活動中心,北港里、南港里,400,水災,蔡?烈,910261517,是,是,否,266579.7964306706,2773866.757386845,True
5518,桃園市大園區,三石里,9鄰三和路5號,121.25823,25.073,三石社區活動中心,三石里,380,"水災,震災,海嘯",沈萬枝,03-3936256,是,是,否,276050.3699162045,2773888.092664969,True
5519,臺北市內湖區,,內湖區金湖路363巷8號,121.6013,25.0731,麗湖國小,金湖里、葫洲里,315,"水災,震災",劉松育,26343888＃130,是,否,是,310659.9777429249,2774009.183619783,True
5520,臺北市中山區,大佳里,中山區濱江街107號,121.5359,25.0733,大佳國小,大佳里、新庄里、行孝里、新喜里,30,"水災,震災",賴佩莉,02-25035816#110,是,否,是,304062.11551031016,2774003.588885101,True
5521,臺北市大同區,保安里,大同區哈密街47號,121.5167,25.0734,大龍國小,重慶里、保安里,30,"水災,震災",鍾燕玲,02-25942635#838,是,否,否,302125.1239059873,2774007.1253305953,True
5522,新北市林口區,東勢里,仁愛路二段173號,121.381,25.0736,林口高中,西林里,3099,"水災,震災,土石流,海嘯",宋永豐,26009482#600,是,是,是,288435.37968934973,2773983.8296093442,True
5523,新北市三重區,永德里,三重區大智街260號,121.4887,25.0738,格致高級中學,厚德里、維德里、永德里、永煇里　,1000,"震災,土石流,海嘯",許明枝,02-29862345#493,是,是,是,299300.25509091385,2774040.928599483,True
5524,新北市林口區,南勢里,南勢二街154號,121.359019,25.073835,南勢市民活動中心,南勢里,106,"水災,震災,土石流,海嘯",黃德源,02-26033111#608,是,否,是,286217.8422339632,2774003.7905117795,True
5525,新北市林口區,南勢里,南勢街215號,121.3588,25.075,南勢國小,南勢里,534,"水災,震災,土石流,海嘯",蕭麗娟,26091020#830,是,是,是,286195.4068583447,2774132.7722941097,True
